id,museum,title,era,material,size,description,detail_url,image,download_link,translation_status
402,柏林州立博物馆,奥迪安（Audienen）在“禁区”中午门前,1913,纸，打印机颜色,叶子大小：59.3 x 94.7厘米,"历史主要目录：“铜版：皇帝面前的囚犯蒙古王子的陈述。（没有文字）”
柏林民族博物馆的铜板后的现代压力，身份。不，I D 23602。

背面标记：“ iD d 23602的k板提取”",https://id.smb.museum/object/148523/audienz-vor-dem-mittagstor-wumen-der-verbotenen-stadt,https://recherche.smb.museum/images/2971479_300x300.jpg,https://recherche.smb.museum/images/2971479_300x300.jpg,1.0
404,柏林州立博物馆,“ Oroj-jalatu之战”（曼祖与Dsungaren）,生产：1913年,铜打印在纸上,Passepartout: 62 x 100 cm,"1758年，曼杰尔（Manjurs）在贾奥伊（Jaohôi）（Chin。Zhaohui）下对Dsungaren的意外攻击后，Oroj-jalatu战役的战斗被揭示。
从1770年从Inv.no中扣除铜板。I D 31770。",https://id.smb.museum/object/148502/die-schlacht-von-oroj-jalatu-manzhu-gegen-dsungaren,https://recherche.smb.museum/images/2542_300x300.jpg,https://recherche.smb.museum/images/2542_300x300.jpg,1.0
405,柏林州立博物馆,水牛和农民,Qing (Mandschu) -Dynastie,Keramik,对象尺寸：43 x 44 x 18厘米（根据索引卡）,与I D配对1相同的起源！,https://id.smb.museum/object/148148/wasserbuffel-mit-reitendem-bauern,https://recherche.smb.museum/images/1411306_300x300.jpg,https://recherche.smb.museum/images/1411306_300x300.jpg,1.0
406,柏林州立博物馆,水牛和骑帽子,1847年之前,Keramik,对象维度：42 x 43 x 23厘米,带有帽子的水牛，夫妇与i d 2,https://id.smb.museum/object/148147/wasserbuffel-mit-reitendem-hutejungen,https://recherche.smb.museum/images/2489904_300x300.jpg,https://recherche.smb.museum/images/2489904_300x300.jpg,1.0
407,柏林州立博物馆,站立的梅特雷亚,18. Jh.,"Bronze, Gold",高度x宽度x深度：111 x 42 x 35厘米,"根据佛教教义，梅特雷亚（来自梅特里：善良，仁慈，爱）被认为是未来的佛陀和即将到来的世界老师。Maitreya是Gautama Buddha的继任者。在此之前，他是菩萨，其主要任务是传播纯佛法的知识。这款Maitreyas的雕像是以喇嘛教的风格制成的。

中文化青铜
在中国的清朝（1644年至1911年）期间，尤其是在18世纪皇帝Qianlong的领导下，对藏传佛教的兴趣越来越大。在中国和蒙古，藏族艺术的生产都以自己的，所谓的中藏风格（也称为Lamaistic清青风格）开始，没有任何印度影响力的迹象。设备中的特殊装饰，例如布料和循环，是这种风格的特征。",https://id.smb.museum/object/147937/stehender-maitreya,https://recherche.smb.museum/images/5662838_300x300.jpg,https://recherche.smb.museum/images/5662838_300x300.jpg,1.0
408,柏林州立博物馆,Avalokitesvara ( Bodhisattva) Padmapani (skr.  Lotoshalter),18. Jh.,Bronze; Gold,对象维度：115.5 x 52 x 35厘米,"Avalokiteshvara，“同情之王”或“（富有同情心的）主”是北部（Mahayana）佛教最受欢迎的菩萨。它是大海亚佛教的八个大菩萨之一。这些在启蒙运动的路径上达到了很高的水平（Bodhi）。在藏族佛教中，达赖喇嘛是Avalokiteshvara的体现，可以在108种可能的表现中发生。在这里，他被描绘成梵文“Lotosträger”的字面意思。以这种形式，他手里拿着洛斯。Avalokiteshvara属于中西部青铜的群体。

中文化青铜
在中国的清朝（1644年至1911年）期间，尤其是在18世纪皇帝Qianlong的领导下，对藏传佛教的兴趣越来越大。在中国和蒙古，藏族艺术的生产都以自己的，所谓的中藏风格（也称为Lamaistic清青风格）开始，没有任何印度影响力的迹象。设备中的特殊装饰，例如布料和循环，是这种风格的特征。",https://id.smb.museum/object/147936/avalokitesvara--bodhisattva-padmapani-skr---lotoshalter,https://recherche.smb.museum/images/598867_300x300.jpg,https://recherche.smb.museum/images/598867_300x300.jpg,1.0
409,柏林州立博物馆,来自系列：与Miao作战,Qianlong-Periode,铜,身高：60厘米,系列“ Chong Miao（Yunnan）Feldzug”系列的第四台铜打印板1795：征服叛军巢Bexiang和Balin（剿净剿净仲党,https://id.smb.museum/object/147851/aus-der-serie-kampf-gegen-die-miao,https://recherche.smb.museum/images/5830905_300x300.jpg,https://recherche.smb.museum/images/5830905_300x300.jpg,1.0
413,柏林州立博物馆,仆人的宫廷鞋（？）,Qing (Mandschu) –Dynastie (Ende),丝绸，棉,身高：15.5厘米,1 Paar Mandschu-Schuhe.,https://id.smb.museum/object/147714/hofschuhe-einer-dienerin,https://recherche.smb.museum/images/1701567_300x300.jpg,https://recherche.smb.museum/images/1701567_300x300.jpg,1.0
415,柏林州立博物馆,"""Hasenform""",um 1930,棉布,对象维度：5.8 x 5 x 11厘米,儿童每月鞋。,https://id.smb.museum/object/147705/hasenform,https://recherche.smb.museum/images/2322283_300x300.jpg,https://recherche.smb.museum/images/2322283_300x300.jpg,1.0
421,柏林州立博物馆,Säule einer Ahnenhalle (citang zhuzi 祠堂柱子),Han-Dynastie (Ende),石灰石,对象维度：157 x 46 x 46厘米,"带有第1章的支柱，高57米，支撑着石头祖先大厅（Citang祠堂）的中间屋顶区域，该区域直接建在迪士特坟墓前，为死者提供服务。它是在其中设置的。
在列的中间，可以看到一个几乎完全保存的铭文（请参阅相关的摩擦i d 27221的照片。可以从右到左右读取，并提到柱子完成的时间：

“ Jianhe Yuan Nian Wu Yue Gengchen口Zao”

      建和和庚辰口

（“在Gengchen-Himmelsstamm动物圈周期的Yianhe政府时期第一年的第5个月份制作”）

这对应于Chr之后的147年。

人物的形象显示在部分保存和铭文体积上。在大多数情况下，他们走路，征收了一只或两臂，并在很大程度上保持了一个尖锐的物体，让人想起嘴唇。在Han-Zeitliche Anhenhallen的墙壁珠宝板上，可以以类似的姿势，衣服和头饰找到了两家受历史影响的世界的代表。它们代表了剑，鞭子或横幅，即使是宇宙的视觉表现，也可以在我们的专栏浮雕上进行视觉表现。这也由此类表示的典型云行表示。它们以相互联系的内容的形式显示。

在浮雕上也可以看到神话动物形式的遗迹。在圆柱底部的右侧，蛇形的寓言系统的保存完好，其脸颊零件很强，强烈的鼻子和深眼睛给人留下了深刻的印象。这强调了其保护和防御功能。

石柱于1906年被阿道夫·菲舍尔（Adolf Fischer）为当时的柏林民族学博物馆东亚部门收购。菲舍尔（Fischer）传输了在山东（Shandong）西南部建造的父亲 - 王子（Wang Xizhi）的“严重纪念碑”。在那个位置附近 - 在著名的葬礼和祖先的大厅合奏团（Wu shi ci武祠祠祠）的地点 - 一个专门献给家族成员的石碑，1891年，两个类似掠夺性猫的后卫也是发现于1786年。他们均提供了将147年作为生产时间记录为147年的铭文。因此，可以假定我们的支柱最初属于这个较旧的坟墓。
  
该专栏在2004/5恢复，是欧洲藏品中汉齐特里希中国祖先祖先建筑中保存的建筑元素的罕见例子。",https://id.smb.museum/object/147522/saule-einer-ahnenhalle-citang-zhuzi-%E7%A5%A0%E5%A0%82%E6%9F%B1%E5%AD%90,https://recherche.smb.museum/images/2336411_300x300.jpg,https://recherche.smb.museum/images/2336411_300x300.jpg,1.0
422,柏林州立博物馆,对于官方的黄廷卡（1654-1723）,18. Jh.,木材（涂漆）,高度x宽度：36 x 8厘米,已故父亲的灵魂小组。死者被称为黄，并戴上了丁格卡的名字。他曾是该学院的学者和官员，该学院于1654年出生，于1723年在今天福建省的Xiamen市（Amoy）去世。他的5个儿子黄De，黄伦，黄Yi，黄李和黄ZHI被任命为董事会的创始人。（阅读：M。Schwedes，大约2007年）,https://id.smb.museum/object/147308/fur-den-beamten-huang-tingcai-1654-1723,https://recherche.smb.museum/images/496633_300x300.jpg,https://recherche.smb.museum/images/496633_300x300.jpg,1.0
423,柏林州立博物馆,Shen wei 神位,19世纪，1850年代,冷杉木,对象维度：32 x 13.6 x 7厘米,"灵魂小组简单的种类，这里是一个已故的父亲。死者被称为陈的名字，名称为Qingshi。他是一名普通公民，1796年出生，并于1851年在当今福建省的Xiamen市（Amoy）去世。他的儿子Chen Cai和Chen Neng被提及为董事会的创始人。（M. Swedes，2006年）。
塔菲尔b）为已故母亲而言是战争的损失。",https://id.smb.museum/object/147307/shen-wei-%E7%A5%9E%E4%BD%8D,https://recherche.smb.museum/images/496630_300x300.jpg,https://recherche.smb.museum/images/496630_300x300.jpg,1.0
426,柏林州立博物馆,杜松子酒,Qing (Mandschu) –Dynastie (Ende),丝绸，棉,身高：13厘米,这双鞋是由脚变形的女性（也称为Lotus或Lily脚）穿的。直到20世纪，在中国，将年轻女孩的脚绑起来一直是一种普遍的习俗。背景是一只非常小的女脚的理想，自10世纪以来就已经存在，该脚代表着女人的美和家庭，同时又改变了她的过道。,https://id.smb.museum/object/147212/gin-lien-schuhe,https://recherche.smb.museum/images/599499_300x300.jpg,https://recherche.smb.museum/images/599499_300x300.jpg,1.0
429,柏林州立博物馆,"""Lotosschuh""",20世纪（开始）,丝绸，棉,身高：14厘米,用丝绸制成的小鞋子。,https://id.smb.museum/object/147208/lotosschuh,https://recherche.smb.museum/images/1739165_300x300.jpg,https://recherche.smb.museum/images/1739165_300x300.jpg,1.0
487,柏林州立博物馆,Shouxing,19. Jh.,Bronze,"Objektmaß: H: 33,5 cm, L: 32 cm, B: 10 cm",“长寿之神”。宽阔的长袍的胡须男人的头超过头，右边握着卷轴。左派举行了一个失踪的年龄段。它坐在一只小吃的鹿上，该鹿将桃子树枝上放着水果，鲜花和叶子。相同的分支位于围栏上方。,https://id.smb.museum/object/146951/shouxing,https://recherche.smb.museum/images/496868_300x300.jpg,https://recherche.smb.museum/images/496868_300x300.jpg,1.0
488,柏林州立博物馆,laozi骑在水牛上,19. Jh.,Bronze,对象维度：40 x 31.5 x 16厘米,由青铜制成的老挝，分为两部分。胡须的老人头顶过多，坐在带有支撑右腿的滑水水牛上。他在右边拿着卷轴。图和布法罗是空心的，图是可移动的。水牛在椭圆形的青铜部分组装,https://id.smb.museum/object/146950/laozi-auf-einem-buffel-reitend,https://recherche.smb.museum/images/498228_300x300.jpg,https://recherche.smb.museum/images/498228_300x300.jpg,1.0
489,柏林州立博物馆,"念佛來生四方公㨿引Nian fo lai sheng si fang gong ju yin, buddhistischer Text.",1832年之前,Holz,对象维度：75 x 49 x 4厘米,"在中间的三个佛教徒人物:: Amitabha的标题下，左将（Avalokitesvara）和右Wen-Shu（Samanthabhadra），其脚在莲花上。下面是黑社会的大门，后面是其后面的“金桥”（通向地下世界的河上）的大门，周围有两个灵魂，伴随着带有横幅的天堂使者的陪同，有望在另一个天使银行在天使银行。文字在图片的这一部分。桌子由两只龙构图，顶部和底部以及四个大型天王的图像的侧面。
汉字的翻译：如果您总是想到佛陀并跟随他的生活，那么您就可以（在西方天堂得到）。

Nach备注Siegmar Nahser（2013年2月）：
 此次收购中的九张印刷品是战争的损失之一。1908年获得的这一记录的扣除也位于柏林博物馆（Inv。I.I D 22430）。",https://id.smb.museum/object/146928/%E5%BF%B5%E4%BD%9B%E4%BE%86%E7%94%9F%E5%9B%9B%E6%96%B9%E5%85%AC%E3%A8%BF%E5%BC%95nian-fo-lai-sheng-si-fang-gong-ju-yin-buddhistischer-text,https://recherche.smb.museum/images/2414_300x300.jpg,https://recherche.smb.museum/images/2414_300x300.jpg,1.0
494,柏林州立博物馆,在Kaiser Qianlongs的Jinchuan运动中，Kin-Schuan Prince的囚犯接受了Kin-Schuan Prince的囚犯（1775/76）,1913,纸，黑色印刷颜色,高度x宽度：板尺寸：58 x 93.5厘米,铜板身份的现代压力。不，I D 31747,https://id.smb.museum/object/146800/die-entgegennahme-der-gefangenen-kin-tschuan--fursten-vor-dem-kaiser---ansicht,https://recherche.smb.museum/images/2567069_300x300.jpg,https://recherche.smb.museum/images/2567069_300x300.jpg,1.0
495,柏林州立博物馆,墨水容器,"Tongzhi-Periode, um 1870",Speck-Stein,对象维度：H：5.6厘米，B：15.2厘米,由红棕色培根制成，带有浅色和黑色斑点。用岩石组切割峰值分支，将椭圆形浴缸嵌入到墨水上。,https://id.smb.museum/object/146782/tuschwassergefass,https://recherche.smb.museum/images/598064_300x300.jpg,https://recherche.smb.museum/images/598064_300x300.jpg,1.0
502,柏林州立博物馆,盖杜恩的肖像,um 1755 (-1766),纸上的油漆,叶子大小：70.5 x 55.1厘米,来自北京的“蒙古宫”；乡村王子系列的第7号。,https://id.smb.museum/object/146720/portrat-des-gendun,https://recherche.smb.museum/images/6177119_300x300.jpg,https://recherche.smb.museum/images/6177119_300x300.jpg,1.0
504,柏林州立博物馆,蒙古亲王埃尔登（Chin。Eerdeni）的肖像（Dörbederie，第7号）,um 1755,纸上油画,Passepartout: 83 x 67 cm,Fürst (Beyise Erdeni),https://id.smb.museum/object/146711/portrat-des-mongolischen-fursten-erdeni-chin-%E9%A1%8D%E7%88%BE%E5%BE%B7%E5%B0%BC-eerdeni-dorbedserie-nr--7,https://recherche.smb.museum/images/6177114_300x300.jpg,https://recherche.smb.museum/images/6177114_300x300.jpg,1.0
507,柏林州立博物馆,名称印章,Qing (Mandschu)-Dynastie,Metall / Bronze,对象尺寸：3.7 x 3.5 x 3.5厘米（根据索引卡）,多部分密封套件,https://id.smb.museum/object/146705/namensstempel,https://recherche.smb.museum/images/598126_300x300.jpg,https://recherche.smb.museum/images/598126_300x300.jpg,1.0
508,柏林州立博物馆,达拉尼表示？,在19世纪末,在画布上墨水,高度x宽度：90 x 70厘米（总）,Abb.: Dharanis,https://id.smb.museum/object/144261/dharani-darstellungen,https://recherche.smb.museum/images/3163098_300x300.jpg,https://recherche.smb.museum/images/3163098_300x300.jpg,1.0
510,柏林州立博物馆,Drachenkopf-TSAM舞蹈,Qing (Mandschu) –Dynastie (Mitte),皮革，丝绸，棉，羊毛，金属线,Länge: 27 cm,一双靴子；白色皮革鞋底，略带弯曲的尖端；黑色丝绸缎面叶刀片；由红色锦缎制成的轴，配有葡萄酒红色的袖口，这些袖口被撕裂；在Tast Dance中穿着。,https://id.smb.museum/object/143445/drachenkopf--tsam-tanz,https://recherche.smb.museum/images/1705532_300x300.jpg,https://recherche.smb.museum/images/1705532_300x300.jpg,1.0
511,柏林州立博物馆,Chinese Architectural Beauties 中国建築美 (Das Marmorschiff (1)),um 1935,纸板，绑定。由绿色合成皮革制成的盖，并带有烙印的字体。,高度x宽度x深度：23 x 30 x 5.5厘米,装饰绿色织物盖，在上半部，带有铸造的装饰带。制造商车间的金色角色和红色邮票。页面绿色灰色，边缘齿上。每页1张照片 +随附文本（德语/中文）。在第一页的标题上，引言（德语/下巴）印在绿松石纸和手写奉献精神上。内容：带有各种结构的48张SW照片，例如双页,https://id.smb.museum/object/143432/chinese-architectural-beauties-%E4%B8%AD%E5%9B%BD%E5%BB%BA%E7%AF%89%E7%BE%8E-das-marmorschiff-1,https://recherche.smb.museum/images/2595104_300x300.jpg,https://recherche.smb.museum/images/2595104_300x300.jpg,1.0
512,柏林州立博物馆,来自印度，中国，韩国和日本的50张照片,明治时间,带有Urushic盖的相册,对象维度：27.5 x 35.5 x 6.5厘米,"这张专辑包含50张录音，等等。来自中国，印度，韩国和日本以及由弗朗兹·威利·布鲁宁（FranzWilliBrüningh）指挥的Panzerkreuzer SMS Gneisenau，从1912年至1914年左右的旅行中。根据2015年的展览目录（请参阅《季节》），他们来自“迄今为止未知的各种摄影师”。
在黑色Urushi（Varnish）的前面，有一条河流和Nikkô的圣桥。
这些是专辑页上完全组装的B/W照片；每页大多是带有标签的四张照片（前后）。（评论Siegmar Nahser，2012年）。",https://id.smb.museum/object/142951/50-aufnahmen-aus-indien-china-korea-und-japan,https://recherche.smb.museum/images/3469201_300x300.jpg,https://recherche.smb.museum/images/3469201_300x300.jpg,1.0
519,柏林州立博物馆,Orakelknochen 甲骨文字,Shang-Zeit,骨,"Objektmaß: L 7,8 cm; B: 6,0 cm",肩blade骨带有分区文字（碎片）。,https://id.smb.museum/object/140641/orakelknochen-%E7%94%B2%E9%AA%A8%E6%96%87%E5%AD%97,https://recherche.smb.museum/images/598037_300x300.jpg,https://recherche.smb.museum/images/598037_300x300.jpg,1.0
521,柏林州立博物馆,算盤,清楚时间，1826年之前,Holz,对象维度：3.2 x 48.5 x 18.5厘米,"Count Ross文件的附录：

（根据旧卡）：",https://id.smb.museum/object/140639/%E7%AE%97%E7%9B%A4,https://recherche.smb.museum/images/598001_300x300.jpg,https://recherche.smb.museum/images/598001_300x300.jpg,1.0
528,柏林州立博物馆,"Fotoalbum Japan, China 1913.",1913,带有Urushie封面的相册,对象维度：27.5 x 36.5 x 7厘米,"Fotoalbum Japan, China 1913.",https://id.smb.museum/object/140404/fotoalbum-japan-china-1913,https://recherche.smb.museum/images/3052316_300x300.jpg,https://recherche.smb.museum/images/3052316_300x300.jpg,1.0
529,柏林州立博物馆,Yongle dadian  永樂大典  - a) Kap. 93 Abschnitt 903-904 b) Kap.1033 (12 Doppelseiten) c) Kap. 13189 und 13190 (29 Doppelseiten),"Yongle-Zeit, dat. 1407 (Bd.b)",纸;墨水,高度x宽度：50 x 30厘米,清楚时间的重印是3卷：Yongle Dadian。,https://id.smb.museum/object/140384/yongle-dadian--%E6%B0%B8%E6%A8%82%E5%A4%A7%E5%85%B8----a-kap--93-abschnitt-903-904-b-kap-1033-12-doppelseiten-c,https://recherche.smb.museum/images/2851947_300x300.jpg,https://recherche.smb.museum/images/2851947_300x300.jpg,1.0
531,柏林州立博物馆,Fengshui-Geomant 風水師,"Qing (Mandschu) –Dynastie (Ende), vor 1896",纸，墨水，色素,叶子大小：23.7 x 32.4厘米（加上添加）,"“凭借他的指南针，财富柜员可以检查幸运的坟墓姿势和葬礼的好处。”
来自：Müller，Claudius，Wu，Shun-Chi（编辑）：众神和人民的道路，展览目录，柏林，州博物馆，人民科学博物馆，1989年，第1页。",https://id.smb.museum/object/139933/fengshui-geomant-%E9%A2%A8%E6%B0%B4%E5%B8%AB,https://recherche.smb.museum/images/1465832_300x300.jpg,https://recherche.smb.museum/images/1465832_300x300.jpg,1.0
533,柏林州立博物馆,戏剧中的场景Cuipingshan：Cuiping-berg（翠屏山）,"Qing (Mandschu) –Dynastie (Ende), vor 1888",Papier,叶子大小：19.8 x 20.0厘米,戏剧中的场景Cuipingshan。,https://id.smb.museum/object/139766/szene-aus-dem-theaterstuck-cuipingshan-der-cuiping-berg--%E7%BF%A0%E5%B1%8F%E5%B1%B1,https://recherche.smb.museum/images/1577480_300x300.jpg,https://recherche.smb.museum/images/1577480_300x300.jpg,1.0
535,柏林州立博物馆,体重时药剂师,"Qing (Mandschu) –Dynastie, (Ende), vor 1895",Papier,高度x宽度：18 x 22.4厘米,"铭文的翻译：
“该图显示了以粉末形式的起始材料（一种食谱），以汇编（医学）粉末，或者通过Arzneipulvrn的汇编来生产所有可能的药丸” 。",https://id.smb.museum/object/139637/apotheker-beim-wiegen,https://recherche.smb.museum/images/4824663_300x300.jpg,https://recherche.smb.museum/images/4824663_300x300.jpg,1.0
536,柏林州立博物馆,切割装置的药剂师,"Qing (Mandschu) -Dynastie, vor 1890",Papier,图片：18 x 22.5厘米,"图像铭文的翻译：
“该插图表明，用药刀在药房中切割药物。所有草药片和草药都浸在药房中的水中并用刀切割。然后将其烘烤。有些覆盖有蜂蜜。”来自：无罪，保罗，惠兴..，慕尼黑（Prestel），1995年，第152页",https://id.smb.museum/object/139636/apotheker-am-schneidegerat,https://recherche.smb.museum/images/1574226_300x300.jpg,https://recherche.smb.museum/images/1574226_300x300.jpg,1.0
537,柏林州立博物馆,医生和病人（脉搏感觉）,清楚时间（结束）,丝绸，guache-颜色,高度x宽度：15.3 x 20厘米,医生和病人：感觉。,https://id.smb.museum/object/139631/arzt-und-patientin-pulsfuhlen,https://recherche.smb.museum/images/4824658_300x300.jpg,https://recherche.smb.museum/images/4824658_300x300.jpg,1.0
540,柏林州立博物馆,"Vermutl. Leigong 雷公 , der ""Herr des Donners""",1894,多染色木材,对象维度：45.6 x 16 x 18厘米,"该数字位于战士服装中失败的矩形基座上。上方的红色长袍上方躺在上臂和腿上的金色储罐上，以及图形的下半身，覆盖下半身，前面，尖头管道的形式，在两个矩形的形式下。该图带有一个头饰，该头饰以黑色矩形盒子的形式向后奔跑。在头饰中间有绿松石泡沫。头向前倾斜。脸具有亚洲功能。嘴被一条长长的胡须覆盖（真头发）。
左手握着一把绿色的剑手柄，右手放在后面。它最初保留了一个属性。
在底部有一个红色纸贴纸，右前角有汉字。",https://id.smb.museum/object/138377/vermutl--leigong-%E9%9B%B7%E5%85%AC--der-herr-des-donners,https://recherche.smb.museum/images/1322392_300x300.jpg,https://recherche.smb.museum/images/1322392_300x300.jpg,1.0
541,柏林州立博物馆,中间灌木丛的明星神，名字叫lei,"Qing (Mandschu) –Dynastie (Ende), 1890-1894",多染色木材,对象维度：47 x 17.5 x 14厘米,"简要说明和草图：
穆勒（Herbert）（编辑）；Grube，Wilhelm（翻译）：封神封神演义演义演义杨-I。众神的变形。历史神学小说，《中文翻译》第1章BS第46卷第一卷。第二卷。莱顿，1912年，第451页。",https://id.smb.museum/object/138299/sterngottheit-des-mittleren-scheffels-mit-namen-chao-lei,https://recherche.smb.museum/images/4488779_300x300.jpg,https://recherche.smb.museum/images/4488779_300x300.jpg,1.0
550,柏林州立博物馆,“ Kangzi提供（孔子）药物”（kangzi kuei yao）,20世纪（开始）,Papier,叶子尺寸：版本163.5 x 64.5厘米,出版。铭文的翻译：春天的保罗·休兴（Paul Huichun），慕尼黑（Prestel）/柏林（Berlin）（博物馆FürEthenckonition），1995年，第63页,https://id.smb.museum/object/137505/kangzi-bietet-konfuzius-arzneidrogen-an-%E5%BA%B7%E5%AD%90%E9%A5%8B%E8%97%A5-kangzi-kuei-yao,https://recherche.smb.museum/images/746679_300x300.jpg,https://recherche.smb.museum/images/746679_300x300.jpg,1.0
552,柏林州立博物馆,Der Gelehrte Li Shizhen 李時珍 (1518-1593),"Republik China, ca. 1912-1949",带有彩绘化身的釉面陶瓷,对象维度：29.5 x 11 x 11厘米,Li Shizhen（1518-1593）是仍然著名的植物友好和制药百科全书Bencao Gangmu的作者。（请参阅Inv。I.I D 47896（01）。,https://id.smb.museum/object/137421/der-gelehrte-li-shizhen-%E6%9D%8E%E6%99%82%E7%8F%8D-1518-1593,https://recherche.smb.museum/images/859582_300x300.jpg,https://recherche.smb.museum/images/859582_300x300.jpg,1.0
574,柏林州立博物馆,Yjing-Dekor,Qing (Mandschu) –Dynastie (Ende),瓷器，釉面和油漆,对象维度：5.1 x 3.8 x 1.7厘米,药品。Weißgrauer地下（Trigrams）,https://id.smb.museum/object/137065/yjing-dekor,https://recherche.smb.museum/images/598454_300x300.jpg,https://recherche.smb.museum/images/598454_300x300.jpg,1.0
583,柏林州立博物馆,wadang 瓦當,秦朝（？）/han time（？）,Ton,对象维度：7 x 6.3 x 1.2厘米,转弯一块空心砖。,https://id.smb.museum/object/135950/wadang-%E7%93%A6%E7%95%B6,https://recherche.smb.museum/images/4540626_300x300.jpg,https://recherche.smb.museum/images/4540626_300x300.jpg,1.0
585,柏林州立博物馆,羊圈,Han-Dynastie,"Ton, Pigmente",对象维度：24 x 31 x 31厘米,坟墓补充：绵羊，有10只羊，牧羊人和一间由栅栏的警卫室，由粘土制成，浅绿色，虹彩釉。（RenéeViolet，1967年）,https://id.smb.museum/object/135835/schafstall,https://recherche.smb.museum/images/3266280_300x300.jpg,https://recherche.smb.museum/images/3266280_300x300.jpg,1.0
586,柏林州立博物馆,Sitzende Guanyin 観音菩薩,"Qing (Mandschu) –Dynastie, (Anfang), um 1700",瓷器，白色釉面,对象维度：30.8 x 13.5 x 11厘米,Guanyin用滚动在底部的底部。,https://id.smb.museum/object/135822/sitzende-guanyin-%E8%A6%B3%E9%9F%B3%E8%8F%A9%E8%96%A9,https://recherche.smb.museum/images/3148160_300x300.jpg,https://recherche.smb.museum/images/3148160_300x300.jpg,1.0
587,柏林州立博物馆,神话般的动物与指南,Qing (Mandschu) -Dynastie,釉面陶瓷,对象维度：42 x 65 x 21厘米,"Gablenkrönung：FirstSchmuck（屋顶骑士）以神话般的动物的形式，一个人站在它旁边。

屋顶骑手是由玻璃，燃烧的音调制成的人物（动物，人类或神话生物），它们附着在中国弯曲屋顶的山脊上。根据中国人的宗教观念，一个明显的保护思想与他们有关。它们保护建筑物和藏在其中的生物（免受闪烁，邪恶的影响，邪恶之魂等）
建筑物的精神价值评估越高，数字的数量越大。
最多可以在屋顶的弯曲端形成十二个数字。狮子的讲道，凤凰，独角兽，鸡，神话生物，龙，混合生物，历史人物。",https://id.smb.museum/object/135804/fabeltier-mit-fuhrer,https://recherche.smb.museum/images/5687432_300x300.jpg,https://recherche.smb.museum/images/5687432_300x300.jpg,1.0
595,柏林州立博物馆,Törlichter仆人,20. Jh.,Holz,"Objektmaß: KL: 13cm; KB: 5,9cm",男演员扮演喜剧演员“周”。头部由木头制成。脸部骨和棕色，戴着白色眼镜，例如中国豆奶酪，这就是为什么它也称为“豆奶酪视图”（doufulian）。嘴红，脸颊为粉红色。,https://id.smb.museum/object/133508/torichter-diener,https://recherche.smb.museum/images/2577117_300x300.jpg,https://recherche.smb.museum/images/2577117_300x300.jpg,1.0
597,柏林州立博物馆,新娘 /黑蛇小,20. Jh.,Holz,Objektmaß: KL: 12cm; KB: 6cm,"女演员扮演丹
进入历史悠久的主目录中：“库存娃娃：新娘；带有彩色框架的木头。脸色玫瑰色，凤凰冠皇冠，由纸骨制成，红色的绣花长袍，带有丝带裙，肩带和肩带和珍珠衣架。在3杆上。 “",https://id.smb.museum/object/133485/braut---schwarze-schlange-xiao-qing,https://recherche.smb.museum/images/2383851_300x300.jpg,https://recherche.smb.museum/images/2383851_300x300.jpg,1.0
604,柏林州立博物馆,Grotte,清楚时间，1832年之前,Keramik,高度x宽度x深度：73 x 43 x 20厘米（深度约）,带有彩色釉料的陶瓷,https://id.smb.museum/object/131856/grotte,https://recherche.smb.museum/images/2594334_300x300.jpg,https://recherche.smb.museum/images/2594334_300x300.jpg,1.0
606,柏林州立博物馆,蒙古王子Corgiyamz'an（Chu。Chuoerjiamucan）的肖像，系列编号。2B47。,um 1775,纸上油画,叶子大小：71.9 x 55.0厘米,"""As the leader of the COSGIYAB, C .... had the office of a local (Mongolian) sub-official (Tushe) (within the imperial administration of the Qianlong period).

47.第二系列的肖像当之无愧的官员...（参见1985年）",https://id.smb.museum/object/146709/portrat-des-mongolischen-fursten-corgiyamzan-chin--chuoerjiamucan-serien-nr-,https://recherche.smb.museum/images/6177113_300x300.jpg,https://recherche.smb.museum/images/6177113_300x300.jpg,1.0
612,柏林州立博物馆,Guanyin Sutra -Bodhisattva处于危险之中,9./10. Jh.,粘土上的颜色,高度x宽度x深度：24.5 x 42.1 x 4.3厘米（石膏）,[SM8HF],https://id.smb.museum/object/1910066/guanyin-sutra---der-bodhisattva-hilft-in-gefahr,https://recherche.smb.museum/images/6683836_300x300.jpg,https://recherche.smb.museum/images/6683836_300x300.jpg,1.0
623,柏林州立博物馆,花 - 散发apsaras-飞,唐 - 时间,粘土上的颜色，放入石膏,高度x宽度x深度：58 x 39 x 3.7厘米（在木头上的石膏）,[SM8HF],https://id.smb.museum/object/1909041/blumenstreuender-apsaras---fliegende-figur,https://recherche.smb.museum/images/4544497_300x300.jpg,https://recherche.smb.museum/images/4544497_300x300.jpg,1.0
624,柏林州立博物馆,花在牢房里,Tang Time 8。世纪,粘土上的颜色,高度x宽度x深度：49.5 x 80 x 4厘米（在木头上的石膏中）,[SM8HF],https://id.smb.museum/object/1908950/blumen-hinter-gittern,https://recherche.smb.museum/images/6683856_300x300.jpg,https://recherche.smb.museum/images/6683856_300x300.jpg,1.0
